21,现金
22,微信支付
24,银行卡支付
25,app支付(主钱包)
26,支付宝支付
27,线上百果园支付
29,信用卡支付
32,线上支付
33,果币分摊支付
34,电子券支付
35,翼支付
37,好吃卡支付
38,月结支付
39,旺POS支付
8,通用果币
APPLEPAY,APPLEPAY支付
